lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
24,1,10,278,1458,0.6765259217419526
24,1,20,556,1458,0.7266517237849838
24,5,2,56,1458,0.4097786948382779
24,5,5,139,1458,0.49332429085631274
24,5,10,278,1458,0.5674778918234062
24,5,20,556,1458,0.6509830009762378
24,10,2,56,1458,0.23363850948826928
24,10,5,139,1458,0.29961436774567896
24,10,10,278,1458,0.3549040940584551
24,10,20,556,1458,0.4002751068885339
24,20,2,56,1458,0.09152176361092168
24,20,5,139,1458,0.12125560328380844
24,20,10,278,1458,0.1430018078860602
24,20,20,556,1458,0.1503906029207015
24,50,2,56,1458,0.03353969532777801
24,50,5,139,1458,0.04424533930821414
24,50,10,278,1458,0.05115907116304019
24,50,20,556,1458,0.05255387376549673
24,100,2,56,1458,0.003225842874796314
24,100,5,139,1458,0.004603743243186265
24,100,10,278,1458,0.005851767806047992
24,100,20,556,1458,0.006526219387904603
30,1,2,56,1457,0.5603919380920089
30,1,5,139,1457,0.6190921422433021
30,1,10,278,1457,0.6668178546707905
30,1,20,556,1457,0.7152455294246419
30,5,2,56,1457,0.4003369790015493
30,5,5,139,1457,0.48303283320596535
30,5,10,278,1457,0.5573023565031987
30,5,20,556,1457,0.6415829297355354
30,10,2,56,1457,0.21961641940181484
30,10,5,139,1457,0.2816670891324783
30,10,10,278,1457,0.33440403167817284
30,10,20,556,1457,0.3776855072018689
30,20,2,56,1457,0.08393199722860593
30,20,5,139,1457,0.1115860244458518
30,20,10,278,1457,0.1323199003219339
30,20,20,556,1457,0.13981346319821636
30,50,2,56,1457,0.031600970487911904
30,50,5,139,1457,0.04124758226388047
30,50,10,278,1457,0.04770060418170871
30,50,20,556,1457,0.04933206274357324
30,100,2,56,1457,0.003875501636529985
30,100,5,139,1457,0.005514560183056167
30,100,10,278,1457,0.006600334392386445
30,100,20,556,1457,0.007046107777235618
36,1,2,56,1456,0.555887978182538
36,1,5,139,1456,0.613301580319417
36,1,10,278,1456,0.660183676062978
36,1,20,556,1456,0.7077676498716483
36,5,2,56,1456,0.39232909386581016
36,5,5,139,1456,0.47400995689363945
36,5,10,278,1456,0.5487471404411989
36,5,20,556,1456,0.6349686533311332
36,10,2,56,1456,0.20823522229682312
36,10,5,139,1456,0.26708205456348
36,10,10,278,1456,0.317310402319398
36,10,20,556,1456,0.35882408580150055
36,20,2,56,1456,0.07911070384888348
36,20,5,139,1456,0.10440711577323247
36,20,10,278,1456,0.12361492049733437
36,20,20,556,1456,0.13050810624977116
36,50,2,56,1456,0.029263148815142956
36,50,5,139,1456,0.038707637360923176
36,50,10,278,1456,0.04472225658842134
36,50,20,556,1456,0.04628673132728611
36,100,2,56,1456,0.0026443950034879295
36,100,5,139,1456,0.003585694143085683
36,100,10,278,1456,0.0041085435889124606
36,100,20,556,1456,0.004291110211465142
42,1,2,56,1455,0.5544481867371546
42,1,5,139,1455,0.6109587951768045
42,1,10,278,1455,0.6572950294456625
42,1,20,556,1455,0.7046952454051942
42,5,2,56,1455,0.38779946066600784
42,5,5,139,1455,0.4694064344044059
42,5,10,278,1455,0.5451120060035598
42,5,20,556,1455,0.6331161067372931
42,10,2,56,1455,0.19995209859398888
42,10,5,139,1455,0.2565679777061458
42,10,10,278,1455,0.3056345335394667
42,10,20,556,1455,0.3464355447940706
42,20,2,56,1455,0.07459239434411798
42,20,5,139,1455,0.09828287192998979
42,20,10,278,1455,0.11641575109184656
42,20,20,556,1455,0.12316061937201092
42,50,2,56,1455,0.02636060558593305
42,50,5,139,1455,0.034975696323054785
42,50,10,278,1455,0.04038424648133371
42,50,20,556,1455,0.041581411993497484
42,100,2,56,1455,0.002195420993100883
42,100,5,139,1455,0.0031791860173364054
42,100,10,278,1455,0.003763089550028435
42,100,20,556,1455,0.0038612050334935507
48,1,2,56,1454,0.5519083657424421
48,1,5,139,1454,0.6074857935212729
48,1,10,278,1454,0.6529024039776008
48,1,20,556,1454,0.6992070150469413
48,5,2,56,1454,0.38266915422353825
48,5,5,139,1454,0.46325305968845576
48,5,10,278,1454,0.5387847474890681
48,5,20,556,1454,0.6269364406690672
48,10,2,56,1454,0.19238016206882091
48,10,5,139,1454,0.24705174099702834
48,10,10,278,1454,0.29469347813866303
48,10,20,556,1454,0.3356770646130553
48,20,2,56,1454,0.07052879339299237
48,20,5,139,1454,0.0930965533121411
48,20,10,278,1454,0.11098798896039987
48,20,20,556,1454,0.11785380513331158
48,50,2,56,1454,0.023673652908412838
48,50,5,139,1454,0.031906585758709076
48,50,10,278,1454,0.03757365037244279
48,50,20,556,1454,0.03920047222558288
48,100,2,56,1454,0.0018696848111542706
48,100,5,139,1454,0.0029004330574011177
48,100,10,278,1454,0.00354613661370842
48,100,20,556,1454,0.003724058666673932
