lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
24,50,5,139,1459,0.04077036683102823
24,50,10,278,1459,0.0484248125851018
24,50,20,556,1459,0.0512875228186532
24,100,2,56,1459,0.0009316854859269238
24,100,5,139,1459,0.0014985474831296643
24,100,10,278,1459,0.0022716791355448292
24,100,20,556,1459,0.0030099956692651152
30,1,2,56,1458,0.6339341292582689
30,1,5,139,1458,0.6974493087452235
30,1,10,278,1458,0.746016016573846
30,1,20,556,1458,0.7885067530370635
30,5,2,56,1458,0.4491523999382515
30,5,5,139,1458,0.5447217601797305
30,5,10,278,1458,0.6343546689104109
30,5,20,556,1458,0.7362964616857691
30,10,2,56,1458,0.24724232465458526
30,10,5,139,1458,0.3206886703153958
30,10,10,278,1458,0.39196341151436503
30,10,20,556,1458,0.46673147678548876
30,20,2,56,1458,0.09236710926341532
30,20,5,139,1458,0.12305333679991447
30,20,10,278,1458,0.15096578997834262
30,20,20,556,1458,0.17109405256404592
30,50,2,56,1458,0.026272999907154315
30,50,5,139,1458,0.03691190619398969
30,50,10,278,1458,0.04473164633975329
30,50,20,556,1458,0.0474868932457903
30,100,2,56,1458,0.0005874719337546866
30,100,5,139,1458,0.000985025891504213
30,100,10,278,1458,0.001412922743617493
30,100,20,556,1458,0.0015894829996123065
36,1,2,56,1457,0.6263457625114591
36,1,5,139,1457,0.6887543002270888
36,1,10,278,1457,0.7369621279040452
36,1,20,556,1457,0.7796819690812578
36,5,2,56,1457,0.4410038706079362
36,5,5,139,1457,0.5351436537152837
36,5,10,278,1457,0.6248368016426498
36,5,20,556,1457,0.7300531809856954
36,10,2,56,1457,0.23489762062842673
36,10,5,139,1457,0.3055313128420134
36,10,10,278,1457,0.3746652642190848
36,10,20,556,1457,0.44913884574194474
36,20,2,56,1457,0.08599745956320277
36,20,5,139,1457,0.1147215007696562
36,20,10,278,1457,0.14161183149659504
36,20,20,556,1457,0.15964321622150224
36,50,2,56,1457,0.023084054983869017
36,50,5,139,1457,0.033300036181615235
36,50,10,278,1457,0.04145264305854142
36,50,20,556,1457,0.043909118832477396
36,100,2,56,1457,0.0007428782758295795
36,100,5,139,1457,0.0012663164390316348
36,100,10,278,1457,0.002140661942386536
36,100,20,556,1457,0.0026139326325003483
42,1,2,56,1456,0.6192516341286193
42,1,5,139,1456,0.6802634574619176
42,1,10,278,1456,0.7277835051986973
42,1,20,556,1456,0.7706711381115605
42,5,2,56,1456,0.43180635156327074
42,5,5,139,1456,0.5247429184563461
42,5,10,278,1456,0.6136880482925948
42,5,20,556,1456,0.7193482494840432
42,10,2,56,1456,0.22446305177123446
42,10,5,139,1456,0.2921168759643395
42,10,10,278,1456,0.35826101588612314
42,10,20,556,1456,0.43117928073681744
42,20,2,56,1456,0.07892936200874395
42,20,5,139,1456,0.10482477161549074
42,20,10,278,1456,0.12875969278810825
42,20,20,556,1456,0.14641556938665504
42,50,2,56,1456,0.019856706404933366
42,50,5,139,1456,0.0287643935904851
42,50,10,278,1456,0.03677049738723047
42,50,20,556,1456,0.04001644542427379
42,100,2,56,1456,0.0007494061731958909
42,100,5,139,1456,0.0012273486224509893
42,100,10,278,1456,0.001775872507208003
42,100,20,556,1456,0.001981940760934603
48,1,2,56,1455,0.6133519058749092
48,1,5,139,1455,0.6732341260717266
48,1,10,278,1455,0.7200861189082789
48,1,20,556,1455,0.7626461001303514
48,5,2,56,1455,0.424455532416955
48,5,5,139,1455,0.5158336390149374
48,5,10,278,1455,0.6028636774733133
48,5,20,556,1455,0.7065453799628755
48,10,2,56,1455,0.21589176759008044
48,10,5,139,1455,0.28068574703790533
48,10,10,278,1455,0.3442813532967123
48,10,20,556,1455,0.4162671646576272
48,20,2,56,1455,0.0733697315855526
48,20,5,139,1455,0.09772393958907273
48,20,10,278,1455,0.12021157726419879
48,20,20,556,1455,0.13795002192719114
48,50,2,56,1455,0.017726726442680585
48,50,5,139,1455,0.026000946241615534
48,50,10,278,1455,0.03454348855106273
48,50,20,556,1455,0.038217334209107556
48,100,2,56,1455,0.0008825827472882979
48,100,5,139,1455,0.0014153322668211071
48,100,10,278,1455,0.002098103960874148
48,100,20,556,1455,0.002349893974252499
