lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
18,100,10,278,488,0.011105946706136665
18,100,20,556,488,0.01288471257947702
24,1,2,56,488,0.5237880310553229
24,1,5,139,488,0.5820802466072699
24,1,10,278,488,0.6321649601534545
24,1,20,556,488,0.6874592897678516
24,5,2,56,488,0.3623428018311614
24,5,5,139,488,0.4359639413583555
24,5,10,278,488,0.5037993414205796
24,5,20,556,488,0.5859002616990131
24,10,2,56,488,0.21919540353526473
24,10,5,139,488,0.2806540834327436
24,10,10,278,488,0.3327001239276294
24,10,20,556,488,0.3741310370330441
24,20,2,56,488,0.11225073403452576
24,20,5,139,488,0.1449827335030405
24,20,10,278,488,0.16702160277439845
24,20,20,556,488,0.173836548033689
24,50,2,56,488,0.05509450412943123
24,50,5,139,488,0.07146344449923359
24,50,10,278,488,0.08150796189624197
24,50,20,556,488,0.08593231217777231
24,100,2,56,488,0.005699179722209217
24,100,5,139,488,0.008306651489697175
24,100,10,278,488,0.010983673879203733
24,100,20,556,488,0.012911382889712957
30,1,2,56,488,0.5177406521584725
30,1,5,139,488,0.5740800996574358
30,1,10,278,488,0.6225584828266499
30,1,20,556,488,0.6762479007919887
30,5,2,56,488,0.3536174960338122
30,5,5,139,488,0.42586829654966046
30,5,10,278,488,0.49255861699625847
30,5,20,556,488,0.5730837492538433
30,10,2,56,488,0.20876082373411078
30,10,5,139,488,0.2669367856513949
30,10,10,278,488,0.3166727469507587
30,10,20,556,488,0.3552375924186161
30,20,2,56,488,0.10339353852850776
30,20,5,139,488,0.13493524270145368
30,20,10,278,488,0.15709703724551108
30,20,20,556,488,0.16366797793257418
30,50,2,56,488,0.05158982252757329
30,50,5,139,488,0.06663634092374908
30,50,10,278,488,0.0759107096599702
30,50,20,556,488,0.08012670338634818
30,100,2,56,488,0.007458896749016029
30,100,5,139,488,0.011238694115236082
30,100,10,278,488,0.014291814729977693
30,100,20,556,488,0.01582598024105346
36,1,2,56,488,0.5139324211987502
36,1,5,139,488,0.568942774754709
36,1,10,278,488,0.6164228175996712
36,1,20,556,488,0.6693152225608184
36,5,2,56,488,0.3470998717183273
36,5,5,139,488,0.4184409872776058
36,5,10,278,488,0.4852720561951481
36,5,20,556,488,0.5677396387677571
36,10,2,56,488,0.19972504258968982
36,10,5,139,488,0.25578188848301325
36,10,10,278,488,0.30397418420627986
36,10,20,556,488,0.3404897789867116
36,20,2,56,488,0.0971109446829597
36,20,5,139,488,0.12619736992518768
36,20,10,278,488,0.14798378350093322
36,20,20,556,488,0.155331111805087
36,50,2,56,488,0.04592137583490701
36,50,5,139,488,0.060092274876946065
36,50,10,278,488,0.06937568989303483
36,50,20,556,488,0.07342679220394638
36,100,2,56,488,0.005539699924071666
36,100,5,139,488,0.007703947415949834
36,100,10,278,488,0.009171379855950729
36,100,20,556,488,0.009856197596212883
42,1,2,56,488,0.5143100888718264
42,1,5,139,488,0.5682958490212249
42,1,10,278,488,0.6147819668303927
42,1,20,556,488,0.6668754221976644
42,5,2,56,488,0.34379104652695397
42,5,5,139,488,0.41605882075213824
42,5,10,278,488,0.48550123749662927
42,5,20,556,488,0.5721618603833973
42,10,2,56,488,0.19085276052479122
42,10,5,139,488,0.24530885913688108
42,10,10,278,488,0.29281646770877334
42,10,20,556,488,0.3282875200198225
42,20,2,56,488,0.09277436343719726
42,20,5,139,488,0.12067286966005113
42,20,10,278,488,0.14163990241400493
42,20,20,556,488,0.1482152654913621
42,50,2,56,488,0.0423871169903249
42,50,5,139,488,0.05529556746231827
42,50,10,278,488,0.06378304297853135
42,50,20,556,488,0.0674038751442821
42,100,2,56,488,0.003827477085663773
42,100,5,139,488,0.006122337204290823
42,100,10,278,488,0.007659751825574161
42,100,20,556,488,0.008209301936623042
48,1,2,56,488,0.5134478551921365
48,1,5,139,488,0.5665704991797451
48,1,10,278,488,0.6119816884193746
48,1,20,556,488,0.6621144526433362
48,5,2,56,488,0.3389182581788162
48,5,5,139,488,0.4103399959403694
48,5,10,278,488,0.4794298136968824
48,5,20,556,488,0.5650254050862857
48,10,2,56,488,0.1821126207402835
48,10,5,139,488,0.23431543475713393
48,10,10,278,488,0.2810716175823316
48,10,20,556,488,0.31837075010447596
48,20,2,56,488,0.08548251154255877
48,20,5,139,488,0.11085884558860878
48,20,10,278,488,0.13018274953187606
48,20,20,556,488,0.13732414885545738
48,50,2,56,488,0.036982071272657686
48,50,5,139,488,0.04903441259775792
48,50,10,278,488,0.05773022459726966
48,50,20,556,488,0.061783149955787424
48,100,2,56,488,0.004008094361200321
48,100,5,139,488,0.006753683682633405
48,100,10,278,488,0.008709667269417841
48,100,20,556,488,0.009369243117308234
