lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
36,5,2,56,12,0.41005243268408637
36,5,5,139,12,0.48756359801146804
36,5,10,278,12,0.5553336727094041
36,5,20,556,12,0.6287155556403627
36,10,2,56,12,0.2103778799648066
36,10,5,139,12,0.2575803406832453
36,10,10,278,12,0.30261885636342467
36,10,20,556,12,0.3508745944725051
36,20,2,56,12,0.09390710749149904
36,20,5,139,12,0.11693093568478456
36,20,10,278,12,0.12410885204447848
36,20,20,556,12,0.10137788025267774
36,50,2,56,12,0.05535499398315283
36,50,5,139,12,0.06703416896355602
36,50,10,278,12,0.06380293290263234
36,50,20,556,12,0.05578801960744869
36,100,2,56,12,0.02365591397849462
36,100,5,139,12,0.02718635531135531
36,100,10,278,12,0.02331523742501927
36,100,20,556,12,0.022358541163850904
42,1,2,56,12,0.5746464169754297
42,1,5,139,12,0.6280793885915132
42,1,10,278,12,0.6722315112068191
42,1,20,556,12,0.7173825700063178
42,5,2,56,12,0.3949806462288336
42,5,5,139,12,0.4723603064683346
42,5,10,278,12,0.5421230203699596
42,5,20,556,12,0.6184355046667217
42,10,2,56,12,0.2028449794454529
42,10,5,139,12,0.2511642028839183
42,10,10,278,12,0.29304208259126296
42,10,20,556,12,0.33680635768850303
42,20,2,56,12,0.09847224634965528
42,20,5,139,12,0.12153414779390692
42,20,10,278,12,0.12818467540660317
42,20,20,556,12,0.10522970553192079
42,50,2,56,12,0.056483691328560064
42,50,5,139,12,0.06803603229766413
42,50,10,278,12,0.0652313590832008
42,50,20,556,12,0.05715560533782433
42,100,2,56,12,0.02365591397849462
42,100,5,139,12,0.02718635531135531
42,100,10,278,12,0.02331523742501927
42,100,20,556,12,0.022358541163850904
48,1,2,56,12,0.5633530866899565
48,1,5,139,12,0.6158261364310389
48,1,10,278,12,0.6594376886348609
48,1,20,556,12,0.7044331810168547
48,5,2,56,12,0.38751263912181083
48,5,5,139,12,0.4592655001565406
48,5,10,278,12,0.5223587879740239
48,5,20,556,12,0.5966675344073841
48,10,2,56,12,0.19213348121711438
48,10,5,139,12,0.23731913778737113
48,10,10,278,12,0.275344377733933
48,10,20,556,12,0.3141358078750878
48,20,2,56,12,0.08460581721324416
48,20,5,139,12,0.10470811084908349
48,20,10,278,12,0.1122538103528365
48,20,20,556,12,0.09398619722707724
48,50,2,56,12,0.057334914986160536
48,50,5,139,12,0.0691680733882381
48,50,10,278,12,0.06682095420910865
48,50,20,556,12,0.058922240712521744
48,100,2,56,12,0.0091324200913242
48,100,5,139,12,0.009507829977628631
48,100,10,278,12,0.007690730106644793
48,100,20,556,12,0.0073951033039046194
