lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
42,20,20,556,482,0.08337904266750908
42,50,2,56,482,0.008175724494401806
42,50,5,139,482,0.01057427568813752
42,50,10,278,482,0.010960796970649294
42,50,20,556,482,0.01038238512952651
42,100,2,56,482,0.0
42,100,5,139,482,2.7674817207832417e-05
42,100,10,278,482,4.2942727838923235e-05
42,100,20,556,482,4.461281604066002e-05
48,1,2,56,481,0.5671025404021117
48,1,5,139,481,0.6271160960428782
48,1,10,278,481,0.6752780272981419
48,1,20,556,481,0.7220264916325589
48,5,2,56,481,0.3861261040232926
48,5,5,139,481,0.47355024938169843
48,5,10,278,481,0.5567029121007862
48,5,20,556,481,0.6543379572453405
48,10,2,56,481,0.1642055166553514
48,10,5,139,481,0.21336886030867092
48,10,10,278,481,0.2575204684671444
48,10,20,556,481,0.3004577591216923
48,20,2,56,481,0.04318653111145646
48,20,5,139,481,0.05809276986846235
48,20,10,278,481,0.07137984637257445
48,20,20,556,481,0.08156414183319674
48,50,2,56,481,0.0070441237903600285
48,50,5,139,481,0.009258232313017556
48,50,10,278,481,0.00991510623268251
48,50,20,556,481,0.00957449277343719
48,100,2,56,481,0.0
48,100,5,139,481,0.0
48,100,10,278,481,0.0
48,100,20,556,481,0.0
