lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
24,5,5,139,486,0.539175283805307
24,5,10,278,486,0.6304000105673442
24,5,20,556,486,0.7383636571288453
24,10,2,56,486,0.232753292390472
24,10,5,139,486,0.3049307663266261
24,10,10,278,486,0.37590278699942686
24,10,20,556,486,0.45684888373354426
24,20,2,56,486,0.07020967813433823
24,20,5,139,486,0.09317302269384851
24,20,10,278,486,0.1129940735069835
24,20,20,556,486,0.132991099353498
24,50,2,56,486,0.00977787088795637
24,50,5,139,486,0.011918631543353585
24,50,10,278,486,0.012346395509399501
24,50,20,556,486,0.011760886060273756
24,100,2,56,486,0.0
24,100,5,139,486,0.0
24,100,10,278,486,0.0
24,100,20,556,486,0.0
30,1,2,56,485,0.6260927336832949
30,1,5,139,485,0.6927881122877286
30,1,10,278,485,0.7433583213866979
30,1,20,556,485,0.786224089626062
30,5,2,56,485,0.421574058041602
30,5,5,139,485,0.5174171000893817
30,5,10,278,485,0.6087960022269893
30,5,20,556,485,0.7197566325940752
30,10,2,56,485,0.21087144984332212
30,10,5,139,485,0.27576794988558817
30,10,10,278,485,0.33948038359794824
30,10,20,556,485,0.4154926586026
30,20,2,56,485,0.05940359732316926
30,20,5,139,485,0.0780649737163344
30,20,10,278,485,0.09398952658992936
30,20,20,556,485,0.1109606128142841
30,50,2,56,485,0.005356058582378103
30,50,5,139,485,0.007935605910031422
30,50,10,278,485,0.008740782992046054
30,50,20,556,485,0.007807716307506114
30,100,2,56,485,0.0
30,100,5,139,485,0.0
30,100,10,278,485,0.0
30,100,20,556,485,0.0
36,1,2,56,484,0.6171128100866218
36,1,5,139,484,0.6824746839413035
36,1,10,278,484,0.7326971144693264
36,1,20,556,484,0.7761846759617345
36,5,2,56,484,0.40967544637012165
36,5,5,139,484,0.5033205902793859
36,5,10,278,484,0.5953288661023917
36,5,20,556,484,0.7101918215218804
36,10,2,56,484,0.19505558620681301
36,10,5,139,484,0.2572910169567291
36,10,10,278,484,0.32022093814768604
36,10,20,556,484,0.3965333877511859
36,20,2,56,484,0.0512481830983343
36,20,5,139,484,0.06762483947478547
36,20,10,278,484,0.08258264190794348
36,20,20,556,484,0.09736073722896414
36,50,2,56,484,0.0049904817205374714
36,50,5,139,484,0.0070490514154651395
36,50,10,278,484,0.007485474792299942
36,50,20,556,484,0.006047793225966226
36,100,2,56,484,0.0
36,100,5,139,484,0.0
36,100,10,278,484,0.0
36,100,20,556,484,0.0
42,1,2,56,483,0.6107788609692361
42,1,5,139,483,0.6748925198997062
42,1,10,278,483,0.724508656115035
42,1,20,556,483,0.768534621754421
42,5,2,56,483,0.4005453243262086
42,5,5,139,483,0.49290238481509696
42,5,10,278,483,0.5843575862589354
42,5,20,556,483,0.6990202072466939
42,10,2,56,483,0.18582012657965427
42,10,5,139,483,0.24503697168066949
42,10,10,278,483,0.30572503832059617
42,10,20,556,483,0.3811369155101867
42,20,2,56,483,0.047019029180978736
42,20,5,139,483,0.06216185120602462
42,20,10,278,483,0.0764519212275867
42,20,20,556,483,0.08996413311349968
42,50,2,56,483,0.005591318947914971
42,50,5,139,483,0.007110693963452776
42,50,10,278,483,0.006845998639634358
42,50,20,556,483,0.0057767438177341555
42,100,2,56,483,0.0
42,100,5,139,483,0.0
42,100,10,278,483,0.0
42,100,20,556,483,0.0
48,1,2,56,482,0.6063239442248013
48,1,5,139,482,0.6695767133227828
48,1,10,278,482,0.7186879820793486
48,1,20,556,482,0.7624197226442091
48,5,2,56,482,0.3953950249373985
48,5,5,139,482,0.4864250553850962
48,5,10,278,482,0.5759070528200113
48,5,20,556,482,0.6884407372258082
48,10,2,56,482,0.17704514625817303
48,10,5,139,482,0.23387695560686136
48,10,10,278,482,0.29205104942838256
48,10,20,556,482,0.3642376269195154
48,20,2,56,482,0.038834000393493495
48,20,5,139,482,0.051086747028264386
48,20,10,278,482,0.06226643169122022
48,20,20,556,482,0.0750090921528437
48,50,2,56,482,0.005395115422274252
48,50,5,139,482,0.007350231693900288
48,50,10,278,482,0.008501530210843435
48,50,20,556,482,0.007217020432228765
48,100,2,56,482,0.0
48,100,5,139,482,0.0
48,100,10,278,482,0.0
48,100,20,556,482,0.0
