lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
48,5,5,139,12,0.5305646299124521
48,5,10,278,12,0.607726509498424
48,5,20,556,12,0.703208651642531
48,10,2,56,12,0.21487893838604596
48,10,5,139,12,0.27970403074872174
48,10,10,278,12,0.3474305144852919
48,10,20,556,12,0.45323555199157867
48,20,2,56,12,0.06541902027670424
48,20,5,139,12,0.08213613408200983
48,20,10,278,12,0.09036159958231903
48,20,20,556,12,0.08991843049476796
48,50,2,56,12,0.0
48,50,5,139,12,0.0
48,50,10,278,12,0.0
48,50,20,556,12,0.0
48,100,2,56,12,0.0
48,100,5,139,12,0.0
48,100,10,278,12,0.0
48,100,20,556,12,0.0
