lead_time_hr,threshold_mm,window_gridpts,window_km,n_samples,fss_avg
18,50,2,56,485,0.03735005984625077
18,50,5,139,485,0.050022651210634726
18,50,10,278,485,0.059017159095601304
18,50,20,556,485,0.05909612119534444
18,100,2,56,485,0.005955565935283789
18,100,5,139,485,0.0077437737541854864
18,100,10,278,485,0.008777992051993228
18,100,20,556,485,0.008518976307167182
24,1,2,56,485,0.5981708863829078
24,1,5,139,485,0.6569623037389831
24,1,10,278,485,0.7032609924276317
24,1,20,556,485,0.748772152100244
24,5,2,56,485,0.45049600390521327
24,5,5,139,485,0.5370232784096245
24,5,10,278,485,0.6125282829723909
24,5,20,556,485,0.6917404178068519
24,10,2,56,485,0.26713331218467345
24,10,5,139,485,0.33936712582472695
24,10,10,278,485,0.3997150482094509
24,10,20,556,485,0.44677665268890054
24,20,2,56,485,0.1013647617632194
24,20,5,139,485,0.13640614998388895
24,20,10,278,485,0.1638702660518028
24,20,20,556,485,0.16971379962390026
24,50,2,56,485,0.035423972941333697
24,50,5,139,485,0.04842716645879401
24,50,10,278,485,0.057335072314401624
24,50,20,556,485,0.05733127282706532
24,100,2,56,485,0.0039630499113709845
24,100,5,139,485,0.005481673652769801
24,100,10,278,485,0.006539885790034124
24,100,20,556,485,0.006627779417288635
30,1,2,56,485,0.592050612462211
30,1,5,139,485,0.6492419531061752
30,1,10,278,485,0.6942857826181762
30,1,20,556,485,0.7383816011304541
30,5,2,56,485,0.44256940583096865
30,5,5,139,485,0.5284536442625917
30,5,10,278,485,0.6041871810381321
30,5,20,556,485,0.6837470088031078
30,10,2,56,485,0.255172681680643
30,10,5,139,485,0.32474886017817545
30,10,10,278,485,0.3827383601573674
30,10,20,556,485,0.42840786336601633
30,20,2,56,485,0.09306700929344325
30,20,5,139,485,0.1252190333868833
30,20,10,278,485,0.1508662147841036
30,20,20,556,485,0.15780311019089052
30,50,2,56,485,0.034147652883329105
30,50,5,139,485,0.045969142387089414
30,50,10,278,485,0.05500978431514725
30,50,20,556,485,0.056118129022386845
30,100,2,56,485,0.004137452104957457
30,100,5,139,485,0.00525820919273738
30,100,10,278,485,0.0054480033432534785
30,100,20,556,485,0.005243506543913831
36,1,2,56,485,0.5855520520703165
36,1,5,139,485,0.6412572719648328
36,1,10,278,485,0.6852605157309941
36,1,20,556,485,0.7282572990074535
36,5,2,56,485,0.4355006513509426
36,5,5,139,485,0.5204298929531783
36,5,10,278,485,0.5960401379905643
36,5,20,556,485,0.6770880599304614
36,10,2,56,485,0.24536405750959508
36,10,5,139,485,0.3121246734971562
36,10,10,278,485,0.36735646587039184
36,10,20,556,485,0.41098213353049745
36,20,2,56,485,0.08905817178532696
36,20,5,139,485,0.11845778610098699
36,20,10,278,485,0.14147916085444054
36,20,20,556,485,0.14614838992773693
36,50,2,56,485,0.031840499367953426
36,50,5,139,485,0.043746153877850115
36,50,10,278,485,0.05236131842358595
36,50,20,556,485,0.053721098783775546
36,100,2,56,485,0.0023646712621267054
36,100,5,139,485,0.003012874914122135
36,100,10,278,485,0.0031059919500053355
36,100,20,556,485,0.0029650145174048665
42,1,2,56,485,0.5812002686287909
42,1,5,139,485,0.635951848712052
42,1,10,278,485,0.6795480112289202
42,1,20,556,485,0.7222499771664028
42,5,2,56,485,0.43082474550881505
42,5,5,139,485,0.5154672985362547
42,5,10,278,485,0.5907478228405971
42,5,20,556,485,0.6717667094407455
42,10,2,56,485,0.2360560256818966
42,10,5,139,485,0.30013217582163026
42,10,10,278,485,0.35384475066421256
42,10,20,556,485,0.39664245649961444
42,20,2,56,485,0.0845390821593197
42,20,5,139,485,0.11210145030429357
42,20,10,278,485,0.1331218472113558
42,20,20,556,485,0.13748650115618927
42,50,2,56,485,0.028307358412272905
42,50,5,139,485,0.038780619271651766
42,50,10,278,485,0.04608216395250369
42,50,20,556,485,0.04660526545916989
42,100,2,56,485,0.0027351107776450796
42,100,5,139,485,0.0033498470879100486
42,100,10,278,485,0.0035394598135934444
42,100,20,556,485,0.0032791971161432454
48,1,2,56,485,0.5755379144790358
48,1,5,139,485,0.6291857690383312
48,1,10,278,485,0.6718851552667432
48,1,20,556,485,0.7138977412640074
48,5,2,56,485,0.42326223549393516
48,5,5,139,485,0.5062811563206544
48,5,10,278,485,0.58073643926711
48,5,20,556,485,0.6620549064241388
48,10,2,56,485,0.23065349116615097
48,10,5,139,485,0.2932719122468601
48,10,10,278,485,0.3452660257747253
48,10,20,556,485,0.3880192654821941
48,20,2,56,485,0.08259933710521994
48,20,5,139,485,0.10993948363274574
48,20,10,278,485,0.1309559754054795
48,20,20,556,485,0.13425339340330766
48,50,2,56,485,0.026775292793014722
48,50,5,139,485,0.03713437650081584
48,50,10,278,485,0.04472282874256482
48,50,20,556,485,0.04585974930628858
48,100,2,56,485,0.00157231271577846
48,100,5,139,485,0.0018998598522394293
48,100,10,278,485,0.0018675567192910027
48,100,20,556,485,0.0017373003300978954
